"Story","Title","Result","Date","Stability","Duration (s)"
"RESTFUL - BOOKER","[CP013]  Validar que no se pueda actualizar una reserva eliminada","SUCCESS","2024-03-07T10:40:13.83016-05:00[America/Lima]","0.0","0.54"
