"Story","Title","Result","Date","Stability","Duration (s)"
"RESTFUL - BOOKER","[CP013]  Validar que no se pueda actualizar una reserva eliminada","FAILURE","2024-03-07T07:56:41.961719-05:00[America/Lima]","0.0","0.68"
